1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,FAILED,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
1674507883,JOHN DOE,CREDIT,250,SUCCESS,restaurant
